read_name,nb_haplotypes,matrix_m,matrix_n,total_time,ilp_time,X_factor,step_n,nb_ilp_calculated,patterns_found,regions_found,preprocessing_time,clustering_time,matrix_density,seeding_used
matrix_edge_17_310000.csv,8,50,349,0.03069281578063965,6.7138671875e-05,2,2,38,38,0,0.030608177185058594,8.392333984375e-05,0.966189111747851,False
matrix_edge_17_310000.csv,8,50,349,0.025896549224853516,5.550384521484375e-05,2,4,38,38,0,0.02582693099975586,6.937980651855469e-05,0.966189111747851,False
matrix_edge_17_310000.csv,8,50,349,0.025355815887451172,7.13348388671875e-05,2,6,38,38,0,0.025266408920288086,8.916854858398438e-05,0.966189111747851,False
matrix_edge_17_310000.csv,8,50,349,0.026589393615722656,5.340576171875e-05,2,8,38,38,0,0.026522397994995117,6.67572021484375e-05,0.966189111747851,False
matrix_edge_17_310000.csv,8,50,349,0.025843381881713867,7.896423339843751e-05,2,10,38,38,0,0.025744199752807617,9.870529174804688e-05,0.966189111747851,False
matrix_edge_17_310000.csv,8,50,349,0.027728796005249023,6.160736083984376e-05,2,12,38,38,0,0.027651309967041016,7.700920104980469e-05,0.966189111747851,False
matrix_edge_17_310000.csv,8,50,349,0.025940656661987305,5.7029724121093754e-05,2,14,38,38,0,0.02586841583251953,7.128715515136719e-05,0.966189111747851,False
matrix_edge_17_310000.csv,8,50,349,0.025266408920288086,7.343292236328125e-05,3,2,38,38,0,0.02517414093017578,9.179115295410156e-05,0.966189111747851,False
matrix_edge_17_310000.csv,8,50,349,0.03417038917541504,6.0272216796875e-05,3,4,38,38,0,0.034094810485839844,7.534027099609375e-05,0.966189111747851,False
matrix_edge_17_310000.csv,8,50,349,0.02862381935119629,7.0953369140625e-05,3,6,38,38,0,0.028534412384033203,8.869171142578125e-05,0.966189111747851,False
matrix_edge_17_310000.csv,8,50,349,0.026170969009399414,0.00010528564453125,3,8,38,38,0,0.026038646697998047,0.0001316070556640625,0.966189111747851,False
matrix_edge_17_310000.csv,8,50,349,0.03242826461791992,0.00012531280517578126,3,10,38,38,0,0.03227114677429199,0.00015664100646972656,0.966189111747851,False
matrix_edge_17_310000.csv,8,50,349,0.027073144912719727,5.588531494140625e-05,3,12,38,38,0,0.027002573013305664,6.985664367675781e-05,0.966189111747851,False
matrix_edge_17_310000.csv,8,50,349,0.03322196006774902,6.351470947265626e-05,3,14,38,38,0,0.03314208984375,7.939338684082031e-05,0.966189111747851,False
matrix_edge_17_310000.csv,8,50,349,0.025784730911254883,5.45501708984375e-05,4,2,38,38,0,0.025716543197631836,6.818771362304688e-05,0.966189111747851,False
matrix_edge_17_310000.csv,8,50,349,0.025200843811035156,7.038116455078125e-05,4,4,38,38,0,0.025112628936767578,8.797645568847656e-05,0.966189111747851,False
matrix_edge_17_310000.csv,8,50,349,0.02704143524169922,5.4931640625e-05,4,6,38,38,0,0.026972293853759766,6.866455078125e-05,0.966189111747851,False
matrix_edge_17_310000.csv,8,50,349,0.02858281135559082,9.0789794921875e-05,4,8,38,38,0,0.028468847274780273,0.00011348724365234375,0.966189111747851,False
matrix_edge_17_310000.csv,8,50,349,0.0333712100982666,5.5122375488281254e-05,4,10,38,38,0,0.03330183029174805,6.890296936035156e-05,0.966189111747851,False
matrix_edge_17_310000.csv,8,50,349,0.02598714828491211,5.8555603027343755e-05,4,12,38,38,0,0.025913715362548828,7.319450378417969e-05,0.966189111747851,False
matrix_edge_17_310000.csv,8,50,349,0.025473833084106445,5.779266357421875e-05,4,14,38,38,0,0.02540135383605957,7.224082946777344e-05,0.966189111747851,False
matrix_edge_17_310000.csv,8,50,349,0.02747964859008789,7.801055908203126e-05,5,2,38,38,0,0.02738165855407715,9.751319885253906e-05,0.966189111747851,False
matrix_edge_17_310000.csv,8,50,349,0.03275108337402344,6.90460205078125e-05,5,4,38,38,0,0.03266453742980957,8.630752563476562e-05,0.966189111747851,False
matrix_edge_17_310000.csv,8,50,349,0.025678157806396484,5.626678466796875e-05,5,6,38,38,0,0.025607585906982422,7.033348083496094e-05,0.966189111747851,False
matrix_edge_17_310000.csv,8,50,349,0.03001999855041504,7.36236572265625e-05,5,8,38,38,0,0.029927492141723633,9.202957153320312e-05,0.966189111747851,False
matrix_edge_17_310000.csv,8,50,349,0.026448488235473633,8.43048095703125e-05,5,10,38,38,0,0.026342391967773438,0.00010538101196289062,0.966189111747851,False
matrix_edge_17_310000.csv,8,50,349,0.026631593704223633,5.7220458984375e-05,5,12,38,38,0,0.026559114456176758,7.152557373046875e-05,0.966189111747851,False
matrix_edge_17_310000.csv,8,50,349,0.025397777557373047,5.970001220703125e-05,5,14,38,38,0,0.02532219886779785,7.462501525878906e-05,0.966189111747851,False
matrix_edge_17_310000.csv,8,50,349,0.03148770332336426,6.52313232421875e-05,6,2,38,38,0,0.03140544891357422,8.153915405273438e-05,0.966189111747851,False
matrix_edge_17_310000.csv,8,50,349,0.030617237091064453,8.58306884765625e-05,6,4,38,38,0,0.030509233474731445,0.00010728836059570312,0.966189111747851,False
matrix_edge_17_310000.csv,8,50,349,0.025418519973754883,5.397796630859375e-05,6,6,38,38,0,0.025350332260131836,6.747245788574219e-05,0.966189111747851,False
matrix_edge_17_310000.csv,8,50,349,0.026036977767944336,8.88824462890625e-05,6,8,38,38,0,0.025925397872924805,0.00011110305786132812,0.966189111747851,False
matrix_edge_17_310000.csv,8,50,349,0.025554895401000977,5.359649658203125e-05,6,10,38,38,0,0.025487422943115234,6.699562072753906e-05,0.966189111747851,False
matrix_edge_17_310000.csv,8,50,349,0.024707794189453125,6.999969482421876e-05,6,12,38,38,0,0.02462005615234375,8.749961853027344e-05,0.966189111747851,False
matrix_edge_17_310000.csv,8,50,349,0.026274681091308594,5.3215026855468754e-05,6,14,38,38,0,0.026207685470581055,6.651878356933594e-05,0.966189111747851,False
matrix_edge_17_320000.csv,8,98,289,0.017374277114868164,6.40869140625e-05,2,2,10,10,0,0.017293214797973633,8.0108642578125e-05,0.836981851564155,False
matrix_edge_17_320000.csv,8,98,289,0.01668381690979004,5.2833557128906255e-05,2,4,10,10,0,0.016617298126220703,6.604194641113281e-05,0.836981851564155,False
matrix_edge_17_320000.csv,8,98,289,0.017691850662231445,4.9972534179687505e-05,2,6,10,10,0,0.017629146575927734,6.246566772460938e-05,0.836981851564155,False
matrix_edge_17_320000.csv,8,98,289,0.017621755599975586,5.1116943359375e-05,2,8,10,10,0,0.017557382583618164,6.389617919921875e-05,0.836981851564155,False
matrix_edge_17_320000.csv,8,98,289,0.017792224884033203,7.495880126953126e-05,2,10,10,10,0,0.017698287963867188,9.369850158691406e-05,0.836981851564155,False
matrix_edge_17_320000.csv,8,98,289,0.017886877059936523,8.182525634765626e-05,2,12,10,10,0,0.01778435707092285,0.00010228157043457031,0.836981851564155,False
matrix_edge_17_320000.csv,8,98,289,0.018204927444458008,8.277893066406251e-05,2,14,10,10,0,0.018100738525390625,0.00010347366333007812,0.836981851564155,False
matrix_edge_17_320000.csv,8,98,289,0.01787567138671875,8.12530517578125e-05,3,2,10,10,0,0.01777338981628418,0.00010156631469726562,0.836981851564155,False
matrix_edge_17_320000.csv,8,98,289,0.01801133155822754,6.809234619140626e-05,3,4,10,10,0,0.01792621612548828,8.511543273925781e-05,0.836981851564155,False
matrix_edge_17_320000.csv,8,98,289,0.01763319969177246,5.4168701171875004e-05,3,6,10,10,0,0.017565011978149414,6.771087646484375e-05,0.836981851564155,False
matrix_edge_17_320000.csv,8,98,289,0.01755356788635254,5.45501708984375e-05,3,8,10,10,0,0.01748514175415039,6.818771362304688e-05,0.836981851564155,False
matrix_edge_17_320000.csv,8,98,289,0.018286705017089844,5.4740905761718755e-05,3,10,10,10,0,0.01821732521057129,6.842613220214844e-05,0.836981851564155,False
matrix_edge_17_320000.csv,8,98,289,0.01812887191772461,8.945465087890626e-05,3,12,10,10,0,0.018016815185546875,0.00011181831359863281,0.836981851564155,False
matrix_edge_17_320000.csv,8,98,289,0.019249916076660156,8.50677490234375e-05,3,14,10,10,0,0.019143104553222656,0.00010633468627929688,0.836981851564155,False
matrix_edge_17_320000.csv,8,98,289,0.01743316650390625,5.1116943359375e-05,4,2,10,10,0,0.017368793487548828,6.389617919921875e-05,0.836981851564155,False
matrix_edge_17_320000.csv,8,98,289,0.017761707305908203,0.00010776519775390625,4,4,10,10,0,0.017626047134399414,0.0001347064971923828,0.836981851564155,False
matrix_edge_17_320000.csv,8,98,289,0.018288612365722656,5.2261352539062504e-05,4,6,10,10,0,0.018222808837890625,6.532669067382812e-05,0.836981851564155,False
matrix_edge_17_320000.csv,8,98,289,0.01827239990234375,8.6212158203125e-05,4,8,10,10,0,0.01816415786743164,0.00010776519775390625,0.836981851564155,False
